"id","name","code","user_type_id/id","chart_template_id/id","reconcile"
"uae_account_3665","MainSafe","101111","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3666","MainSafe-ForeignCurrency","101112","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3677","Visa&MasterCreditCards","101311","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3678","GatewayCreditCards","101312","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3679","ManualVisa&MasterCards","101313","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3680","PayPalAccount","101314","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3681","AccountsReceivable","102","account.data_account_type_receivable","l10n_ae.uae_chart_template_standard","True"
"uae_account_3682","AccountsReceivable(PoS)","1021","account.data_account_type_receivable","l10n_ae.uae_chart_template_standard","True"
"uae_account_3684","TradeinOpeningFees","102112","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3685","PostDatedChequesReceived","102113","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3686","CorporateCreditCards","102114","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3687","OtherReceivable","1022","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3688","OtherDebtors","10221","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3689","AccruedRebatesDuefromSuppliers","102220","account.data_account_type_receivable","l10n_ae.uae_chart_template_standard","True"
"uae_account_3690","AccuredIncomefromSuppliers","102221","account.data_account_type_receivable","l10n_ae.uae_chart_template_standard","True"
"uae_account_3693","SupplierCost","103110","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3694","CustomsDuty","103111","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3695","FreightandTransport","103112","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3696","ShipmentInsurance","103113","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3697","ShipmentsDocumentationCharges","103114","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3698","ShipmentOtherCharges","103115","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3700","HandlingDifferenceinInventory","103210","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3701","ItemsDeliveredtoCustomsontempraryBase","103211","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3704","PrepaidMedicalInsurance","104110","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3705","PrepaidLifeInsurance","104111","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3706","PrepaidOfficeRent","104112","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3707","PrepaidOtherInsurance","104113","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3708","PrepaidLicenseFees","104114","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3709","PrepaidMaintenance","104115","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3710","PrepaidSiteHostingFees","104116","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3711","PrepaidEmployeesHousing","104117","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3712","PrepaidSchoolingFees","104118","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3713","PrepaidConsultancyFees","104119","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3714","PrepaidLegalFees","104120","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
"uae_account_3715","PrepaidSponsorshipFees","104121","account.data_account_type_current_assets","l10n_ae.uae_chart_template_standard","False"
