"id","name","code","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile"
"a000","Companycreditors,beneficiariesofthirdpartyguarantees","000","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a001","Thirdpartyguaranteesonbehalfofthecompany","001","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a010","Accountsreceivableforcommitmentsonbillsincirculation","010","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a0110","Creditorsofcommitmentsonbillsincirculation-Bidscededbythecompanyunderitsbacking","0110","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a0111","Creditorsofcommitmentsonnotesincirculation-Othercommitmentsonnotesincirculation","0111","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a012","Accountsreceivableforotherpersonalguarantees","012","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a013","Creditorsofotherpersonalguarantees","013","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a020","Companycreditors,beneficiariesofrealguarantees","020","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a021","Actualguaranteesestablishedforownaccount","021","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a022","Creditorsofthirdparties,beneficiariesofrealguarantees","022","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a023","Realguaranteesprovidedonbehalfofthirdparties","023","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a030","Statutorydeposits","030","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a031","Statutoryapplicants","031","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a032","Guaranteesreceived","032","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a033","Constituentsofguarantees","033","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a040","Thirdparties,holdersintheirnamebutattherisksandprofitsofthebusinessofgoodsandvalues","040","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a041","Goodsandsecuritiesheldbythirdpartiesontheirbehalfbutattheriskandprofitofthecompany","041","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a050","Acquisitioncommitments","050","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a051","Creditorsofacquisitioncommitments","051","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a052","Accountsreceivableforassignmentcommitments","052","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a053","Salecommitment","053","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a060","Forwardtransactions-Goodspurchased(tobereceived)","060","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a061","Creditorsforgoodspurchasedatterm","061","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a062","Accountsreceivableforgoodssoldforward","062","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a063","Forwardtransactions-Goodssold(tobedelivered)","063","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a064","Forwardtransactions-Currenciespurchased(tobereceived)","064","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a065","Creditorsforforwardcurrencypurchases","065","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a066","Accountsreceivableforcurrenciessoldforward","066","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a067","Forwardtransactions-Currenciessold(tobedelivered)","067","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a0700","Long-termusagerights-Onlandandbuildings","0700","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a0701","Long-termusagerights-Oninstallations,machinesandtools","0701","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a0702","Long-termusagerights-Onfurnitureandrollingstock","0702","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a071","Rentandroyaltycreditors","071","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a072","Goodsandvalues​​fromthirdpartiesreceivedondeposit,consignmentorcustom","072","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a073","Principalsanddepositorsofgoodsandsecurities","073","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a074","Goodsandsecuritiesheldforaccountsorattheriskandprofitofthirdparties","074","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a075","Creditorsofpropertyandsecuritiesheldonbehalfofthirdpartiesorattheirriskandprofit","075","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a090","Concordatresolutioncommitments","090","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a091","Concordatresolutionclaims","091","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a092","Creditorsunderdebtrestructuringconditions","092","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a093","Dutiesonloanconditions","093","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a094","Ongoinglitigation","094","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a095","Creditorsofpendinglitigation","095","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a096","Debtorsontechnicalguarantees","096","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
"a097","Rightsontechnicalguarantees","097","account.data_account_off_sheet","l10n_be.l10nbe_chart_template","","False"
