code,id,user_type_id/id,name,reconcile,chart_template_id/id
000000,gd_acc_000000,account.data_account_type_current_assets,"DOBROIME",False,gd_chart
002000,gd_acc_002000,account.data_account_type_current_assets,"ODLOŽENISTROŠKIRAZVIJANJA",False,gd_chart
003000,gd_acc_003000,account.data_account_type_current_assets,"PREMOŽENJSKEPRAVICE",False,gd_chart
005000,gd_acc_005000,account.data_account_type_current_assets,"DRUGANEOPREDMETENASREDSTVA(TUDIEMISIJSKIKUPONI)",False,gd_chart
007000,gd_acc_007000,account.data_account_type_current_assets,"DOLGOROČNEAKTIVNEČASOVNERAZMEJITVE",False,gd_chart
008000,gd_acc_008000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTINEOPREDMETENIHSREDSTEVZARADIAMORTIZIRANJA",False,gd_chart
009000,gd_acc_009000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTINEOPREDMETENIHSREDSTEV",False,gd_chart
010000,gd_acc_010000,account.data_account_type_current_assets,"NALOŽBENENEPREMIČNINE,VREDNOTENEPOMODELUNABAVNEVREDNOSTI",False,gd_chart
011000,gd_acc_011000,account.data_account_type_current_assets,"NALOŽBENENEPREMIČNINE,VREDNOTENEPOMODELUPOŠTENEVREDNOSTI",False,gd_chart
015000,gd_acc_015000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTINALOŽBENIHNEPREMIČNINZARADIAMORTIZIRANJA",False,gd_chart
019000,gd_acc_019000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTINALOŽBENIHNEPREMIČNIN",False,gd_chart
020000,gd_acc_020000,account.data_account_type_current_assets,"ZEMLJIŠČA,VREDNOTENAPOMODELUNABAVNEVREDNOSTI",False,gd_chart
021000,gd_acc_021000,account.data_account_type_current_assets,"ZGRADBE,VREDNOTENEPOMODELUNABAVNEVREDNOSTI",False,gd_chart
022000,gd_acc_022000,account.data_account_type_current_assets,"ZEMLJIŠČA,VREDNOTENAPOMODELUPREVREDNOTENJA",False,gd_chart
023000,gd_acc_023000,account.data_account_type_current_assets,"ZGRADBE,VREDNOTENEPOMODELUPREVREDNOTENJA",False,gd_chart
027000,gd_acc_027000,account.data_account_type_current_assets,"NEPREMIČNINEVGRADNJIOZIROMAIZDELAVI",False,gd_chart
031000,gd_acc_031000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIZEMLJIŠČ",False,gd_chart
032000,gd_acc_032000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTIZEMLJIŠČZARADIAMORTIZIRANJA(KAMNOLOMI,ODLAGALIŠČAODPADKOV)",False,gd_chart
035000,gd_acc_035000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTIZGRADBZARADIAMORTIZIRANJA",False,gd_chart
039000,gd_acc_039000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIZGRADB",False,gd_chart
040000,gd_acc_040000,account.data_account_type_current_assets,"OPREMAINNADOMESTNIDELI,VREDNOTENIPOMODELUNABAVNEVREDNOSTI",False,gd_chart
041000,gd_acc_041000,account.data_account_type_current_assets,"DROBNIINVENTAR",False,gd_chart
042000,gd_acc_042000,account.data_account_type_current_assets,"OPREMAINNADOMESTNIDELI,VREDNOTENIPOMODELUPREVREDNOTENJA",False,gd_chart
043000,gd_acc_043000,account.data_account_type_current_assets,"BIOLOŠKASREDSTVA",False,gd_chart
044000,gd_acc_044000,account.data_account_type_current_assets,"VLAGANJAVOPREDMETENAOSNOVNASREDSTVAVTUJILASTI",False,gd_chart
045000,gd_acc_045000,account.data_account_type_current_assets,"DRUGAOPREDMETENAOSNOVNASREDSTVA",False,gd_chart
047000,gd_acc_047000,account.data_account_type_current_assets,"OPREMAINDRUGAOPREDMETENAOSNOVNASREDSTVAVGRADNJIOZIROMAIZDELAVI",False,gd_chart
050000,gd_acc_050000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTIOPREMEINNADOMESTNIHDELOVZARADIAMORTIZIRANJA",False,gd_chart
051000,gd_acc_051000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTIDROBNEGAINVENTARJAZARADIAMORTIZIRANJA",False,gd_chart
052000,gd_acc_052000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIOPREMEINNADOMESTNIHDELOV",False,gd_chart
053000,gd_acc_053000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTIBIOLOŠKIHSREDSTEV",False,gd_chart
054000,gd_acc_054000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTIVLAGANJVOPREDMETENAOSNOVNASREDSTVAVTUJILASTI",False,gd_chart
055000,gd_acc_055000,account.data_account_type_current_assets,"POPRAVEKVREDNOSTIDRUGIHOPREDMETENIHOSNOVNIHSREDSTEVZARADIAMORTIZIRANJA",False,gd_chart
059000,gd_acc_059000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIDRUGIHOPREDMETENIHOSNOVNIHSREDSTEV",False,gd_chart
060000,gd_acc_060000,account.data_account_type_current_assets,"DOLGOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEDRUŽBVSKUPINI,RAZPOREJENEINIZMERJENEPONABAVNIVREDNOSTI",False,gd_chart
061000,gd_acc_061000,account.data_account_type_current_assets,"DOLGOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEDRUŽBVSKUPINI,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKPOSLOVNEGAIZIDA",False,gd_chart
062000,gd_acc_062000,account.data_account_type_current_assets,"DOLGOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEDRUŽBVSKUPINI,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKKAPITALA",False,gd_chart
063000,gd_acc_063000,account.data_account_type_current_assets,"DOLGOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEPRIDRUŽENIHDRUŽBINSKUPAJOBVLADOVANIHDRUŽB,RAZPOREJENEINIZMERJENEPONABAVNIVREDNOSTI",False,gd_chart
064000,gd_acc_064000,account.data_account_type_current_assets,"DOLGOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEPRIDRUŽENIHDRUŽBINSKUPAJOBVLADOVANIHDRUŽB,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKPOSLOVNEGAIZIDA",False,gd_chart
065000,gd_acc_065000,account.data_account_type_current_assets,"DOLGOROČNEFINANČNENALOŽBEVDELNICEINDELEŽEPRIDRUŽENIHDRUŽBINSKUPAJOBVLADOVANIHDRUŽB,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKKAPITALA",False,gd_chart
066000,gd_acc_066000,account.data_account_type_current_assets,"DRUGEDOLGOROČNEFINANČNENALOŽBE,RAZPOREJENEINIZMERJENEPONABAVNIVREDNOSTI",False,gd_chart
067000,gd_acc_067000,account.data_account_type_current_assets,"DRUGEDOLGOROČNEFINANČNENALOŽBE,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKPOSLOVNEGAIZIDA",False,gd_chart
068000,gd_acc_068000,account.data_account_type_current_assets,"DRUGEDOLGOROČNEFINANČNENALOŽBE,RAZPOREJENEINIZMERJENEPOPOŠTENIVREDNOSTIPREKKAPITALA",False,gd_chart
069000,gd_acc_069000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIDOLGOROČNIHFINANČNIHNALOŽB",False,gd_chart
070000,gd_acc_070000,account.data_account_type_current_assets,"DOLGOROČNAPOSOJILA,DANANAPODLAGIPOSOJILNIHPOGODBDRUŽBAMVSKUPINI,VKLJUČNOZDOLGOROČNIMITERJATVAMIIZFINANČNEGANAJEMA",False,gd_chart
071000,gd_acc_071000,account.data_account_type_current_assets,"DOLGOROČNAPOSOJILA,DANANAPODLAGIPOSOJILNIHPOGODBPRIDRUŽENIMDRUŽBAMINSKUPAJOBVLADOVANIMDRUŽBAM,VKLJUČNOZDOLGOROČNIMITERJATVAMIIZFINANČNEGANAJEMA",False,gd_chart
072000,gd_acc_072000,account.data_account_type_current_assets,"DOLGOROČNAPOSOJILA,DANADRUGIM,VKLJUČNOZDOLGOROČNIMITERJATVAMIIZFINANČNEGANAJEMA",False,gd_chart
073000,gd_acc_073000,account.data_account_type_current_assets,"DOLGOROČNAPOSOJILA,DANAZODKUPOMOBVEZNICODDRUŽBVSKUPINI",False,gd_chart
074000,gd_acc_074000,account.data_account_type_current_assets,"DOLGOROČNAPOSOJILA,DANAZODKUPOMOBVEZNICODPRIDRUŽENIHDRUŽBINSKUPAJOBVLADOVANIHDRUŽB",False,gd_chart
075000,gd_acc_075000,account.data_account_type_current_assets,"DOLGOROČNAPOSOJILA,DANAZODKUPOMOBVEZNICODDRUGIH",False,gd_chart
076000,gd_acc_076000,account.data_account_type_current_assets,"DOLGOROČNETERJATVEZANEVPLAČANIVPOKLICANIKAPITAL",False,gd_chart
077000,gd_acc_077000,account.data_account_type_current_assets,"DRUGADOLGOROČNOVLOŽENASREDSTVA",False,gd_chart
078000,gd_acc_078000,account.data_account_type_current_assets,"DANIDOLGOROČNIDEPOZITI",False,gd_chart
079000,gd_acc_079000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIDANIHDOLGOROČNIHPOSOJIL",False,gd_chart
080000,gd_acc_080000,account.data_account_type_current_assets,"DOLGOROČNIBLAGOVNIKREDITI,DANIVDRŽAVI",False,gd_chart
081000,gd_acc_081000,account.data_account_type_current_assets,"DOLGOROČNIBLAGOVNIKREDITI,DANIVTUJINI",False,gd_chart
082000,gd_acc_082000,account.data_account_type_current_assets,"DANIDOLGOROČNIPOTROŠNIŠKIKREDITI",False,gd_chart
083000,gd_acc_083000,account.data_account_type_current_assets,"DANIDOLGOROČNIPREDUJMI",False,gd_chart
084000,gd_acc_084000,account.data_account_type_current_assets,"DANEDOLGOROČNEVARŠČINE",False,gd_chart
086000,gd_acc_086000,account.data_account_type_current_assets,"DRUGEDOLGOROČNEPOSLOVNETERJATVE",False,gd_chart
089000,gd_acc_089000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIDOLGOROČNIHPOSLOVNIHTERJATEV",False,gd_chart
090000,gd_acc_090000,account.data_account_type_current_assets,"TERJATVEZAODLOŽENIDAVEKIZODBITNIHZAČASNIHRAZLIK",False,gd_chart
091000,gd_acc_091000,account.data_account_type_current_assets,"TERJATVEZAODLOŽENIDAVEKIZNEIZRABLJENIHDAVČNIHIZGUB,PRENESENIHVNASLEDNJADAVČNAOBDOBJA",False,gd_chart
092000,gd_acc_092000,account.data_account_type_current_assets,"TERJATVEZAODLOŽENIDAVEKIZDAVČNIHDOBROPISOV,PRENESENIHVNASLEDNJADAVČNAOBDOBJA",False,gd_chart
100000,gd_acc_100000,account.data_account_type_current_assets,"DENARNASREDSTVAVBLAGAJNI,RAZENDEVIZNIHSREDSTEV",False,gd_chart
101000,gd_acc_101000,account.data_account_type_current_assets,"DEVIZNASREDSTVAVBLAGAJNI",False,gd_chart
102000,gd_acc_102000,account.data_account_type_current_assets,"IZDANIČEKI(ODBITNAPOSTAVKA)",False,gd_chart
103000,gd_acc_103000,account.data_account_type_current_assets,"PREJETIČEKI",False,gd_chart
104000,gd_acc_104000,account.data_account_type_current_assets,"NETVEGANITAKOJUDENARLJIVIDOLŽNIŠKIVREDNOSTNIPAPIRJI",False,gd_chart
110000,gd_acc_110000,account.data_account_type_current_assets,"DENARNASREDSTVANARAČUNIH,RAZENDEVIZNIH",False,gd_chart
111000,gd_acc_111000,account.data_account_type_current_assets,"KRATKOROČNIDEPOZITIOZIROMADEPOZITINAODPOKLIC,RAZENDEVIZNIH",False,gd_chart
112000,gd_acc_112000,account.data_account_type_current_assets,"DEVIZNASREDSTVANARAČUNIH",False,gd_chart
113000,gd_acc_113000,account.data_account_type_current_assets,"KRATKOROČNIDEVIZNIDEPOZITIOZIROMADEVIZNIDEPOZITINAODPOKLIC",False,gd_chart
114000,gd_acc_114000,account.data_account_type_current_assets,"DENARNASREDSTVANAPOSEBNIHRAČUNIHOZIROMAZAPOSEBNENAMENE",False,gd_chart
120000,gd_acc_120000,account.data_account_type_receivable,"KRATKOROČNETERJATVEDOKUPCEVVDRŽAVI",True,gd_chart
121000,gd_acc_121000,account.data_account_type_receivable,"KRATKOROČNETERJATVEDOKUPCEVVTUJINI",True,gd_chart
122000,gd_acc_122000,account.data_account_type_current_assets,"KRATKOROČNIBLAGOVNIKREDITI,DANIKUPCEMVDRŽAVI",False,gd_chart
123000,gd_acc_123000,account.data_account_type_current_assets,"KRATKOROČNIBLAGOVNIKREDITI,DANIKUPCEMVTUJINI",False,gd_chart
124000,gd_acc_124000,account.data_account_type_current_assets,"KRATKOROČNIPOTROŠNIŠKIKREDITI,DANIKUPCEMVDRŽAVI",False,gd_chart
125000,gd_acc_125000,account.data_account_type_receivable,"KRATKOROČNETERJATVEDOKUPCEVVDRŽAVI(POS)",True,gd_chart
129000,gd_acc_129000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIKRATKOROČNIHTERJATEVDOKUPCEV",False,gd_chart
130000,gd_acc_130000,account.data_account_type_current_assets,"KRATKOROČNIPREDUJMI,DANIZAOPREDMETENAOSNOVNASREDSTVA",False,gd_chart
131000,gd_acc_131000,account.data_account_type_current_assets,"KRATKOROČNIPREDUJMI,DANIZANEOPREDMETENASREDSTVA",False,gd_chart
132000,gd_acc_132000,account.data_account_type_current_assets,"KRATKOROČNIPREDUJMI,DANIZAZALOGEMATERIALAINBLAGATERŠENEOPRAVLJENESTORITVE",False,gd_chart
133000,gd_acc_133000,account.data_account_type_receivable,"DRUGIDANIKRATKOROČNIPREDUJMIINPREPLAČILA",True,gd_chart
134000,gd_acc_134000,account.data_account_type_current_assets,"DANEKRATKOROČNEVARŠČINE",False,gd_chart
139000,gd_acc_139000,account.data_account_type_current_assets,"OSLABITEVVREDNOSTIDANIHKRATKOROČNIHPREDUJMOVINVARŠČIN",False,gd_chart
140000,gd_acc_140000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEDOIZVOZNIKOV",False,gd_chart
141000,gd_acc_141000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEIZUVOZAZATUJRAČUN",False,gd_chart
142000,gd_acc_142000,account.data_account_type_current_assets,"KRATKOROČNETERJATVEIZKOMISIJSKEINKONSIGNACIJSKEPRODAJE",False,gd_chart
145000,gd_acc_145000,account.data_account_type_current_assets,"DRUGEKRATKOROČNETERJATVEIZPOSLOVANJAZATUJRAČUN",False,gd_chart
