"id","code","name","user_type_id:id","reconcile","chart_template_id:id"
"0010","0010","Software","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0011","0011","SoftwareDepreciation","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0020","0020","Patents&Trademarks","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0021","0021","Patents&TrademarksDepreciation","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0030","0030","Fixturesandfittings","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0031","0031","FixturesandfittingsDepreciation","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0040","0040","Landandbuildings","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0041","0041","LandandbuildingsDepreciation","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0050","0050","Motorvehicles","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0051","0051","MotorvehiclesDepreciation","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0060","0060","Officeequipment(inccomputerequipment)","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0061","0061","Officeequipment(inccomputerequipment)Depreciation","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0070","0070","Plantandmachinery","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"0071","0071","PlantandmachineryDepreciation","account.data_account_type_fixed_assets","FALSE","l10n_uk"
"1001","1001","Stock","account.data_account_type_current_assets","TRUE","l10n_uk"
"1002","1002","WorkinProgress","account.data_account_type_current_assets","FALSE","l10n_uk"
"1003","1003","FinishedGoods","account.data_account_type_current_assets","FALSE","l10n_uk"
"1100","1100","DebtorsControlAccount","account.data_account_type_receivable","TRUE","l10n_uk"
"1101","1101","SundryDebtors","account.data_account_type_receivable","TRUE","l10n_uk"
"1102","1102","OtherDebtors","account.data_account_type_current_assets","FALSE","l10n_uk"
"1104","1104","DebtorsControlAccount(PoS)","account.data_account_type_receivable","TRUE","l10n_uk"
"1240","1240","CompanyCreditCard","account.data_account_type_current_assets","TRUE","l10n_uk"
"1103","1103","Prepayments","account.data_account_type_current_assets","FALSE","l10n_uk"
"2100","2100","CreditorsControlAccount","account.data_account_type_payable","TRUE","l10n_uk"
"2101","2101","SundryCreditors","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2102","2102","OtherCreditors","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2200","2200","SalesTaxControlAccount","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2201","2201","PurchaseTaxControlAccount","account.data_account_type_current_assets","FALSE","l10n_uk"
"2202","2202","HMRC-VATAccount","account.data_account_type_payable","TRUE","l10n_uk"
"2204","2204","ManualAdjustmentsﾖVAT","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2210","2210","P.A.Y.E.&NI","account.data_account_type_payable","TRUE","l10n_uk"
"2220","2220","NetWages","account.data_account_type_payable","TRUE","l10n_uk"
"2230","2230","PensionFund","account.data_account_type_payable","TRUE","l10n_uk"
"2150","2150","Baddebtprovision","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2109","2109","Accruals","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2320","2320","CorporationTax","account.data_account_type_payable","TRUE","l10n_uk"
"2300","2300","Loans","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2310","2310","HirePurchase","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"2330","2330","Mortgages","account.data_account_type_current_liabilities","FALSE","l10n_uk"
"3000","3000","Calledupsharecapital","account.data_account_type_equity","FALSE","l10n_uk"
"3010","3010","Sharepremiumaccount","account.data_account_type_equity","FALSE","l10n_uk"
"3020","3020","Revaluationreserve","account.data_account_type_equity","FALSE","l10n_uk"
"3030","3030","Otherreserves","account.data_account_type_equity","FALSE","l10n_uk"
"4000","4000","Salescategory1","account.data_account_type_revenue","FALSE","l10n_uk"
"4001","4001","Salescategory2","account.data_account_type_revenue","FALSE","l10n_uk"
"4002","4002","Salescategory3","account.data_account_type_revenue","FALSE","l10n_uk"
"4003","4003","Salescategory4","account.data_account_type_revenue","FALSE","l10n_uk"
"5000","5000","Costofsales1","account.data_account_type_expenses","FALSE","l10n_uk"
"5001","5001","Costofsales2","account.data_account_type_expenses","FALSE","l10n_uk"
"5002","5002","Costofsales3","account.data_account_type_expenses","FALSE","l10n_uk"
"5003","5003","Costofsales4","account.data_account_type_expenses","FALSE","l10n_uk"
"6000","6000","Marketing,POS","account.data_account_type_expenses","FALSE","l10n_uk"
"6001","6001","Exhibitionsandevents","account.data_account_type_expenses","FALSE","l10n_uk"
"6002","6002","PR","account.data_account_type_expenses","FALSE","l10n_uk"
"6010","6010","Distributionvehicles","account.data_account_type_expenses","FALSE","l10n_uk"
"6020","6020","Distributionsalariesandwages","account.data_account_type_expenses","FALSE","l10n_uk"
"6030","6030","Shipping","account.data_account_type_expenses","FALSE","l10n_uk"
"7000","7000","Directorspension","account.data_account_type_expenses","FALSE","l10n_uk"
"7001","7001","Directorsremuneration","account.data_account_type_expenses","FALSE","l10n_uk"
"7010","7010","Admingrosssalaries","account.data_account_type_expenses","FALSE","l10n_uk"
"7011","7011","Managementgrosssalaries","account.data_account_type_expenses","FALSE","l10n_uk"
"7012","7012","EmployersNIC","account.data_account_type_expenses","FALSE","l10n_uk"
"7020","7020","Subcontractorspayments","account.data_account_type_expenses","FALSE","l10n_uk"
"7610","7610","Consultancy","account.data_account_type_expenses","FALSE","l10n_uk"
"7620","7620","Legalandprofessionalcharges","account.data_account_type_expenses","FALSE","l10n_uk"
