"id","name","code","user_type_id/id","chart_template_id/id","reconcile"
"chart1121","VietnameseDong","1121","account.data_account_type_liquidity","vn_template","False"
"chart1122","Foreigncurrencies","1122","account.data_account_type_liquidity","vn_template","False"
"chart1123","MonetaryGold","1123","account.data_account_type_liquidity","vn_template","False"
"chart1211","Shares",1211,"account.data_account_type_current_assets","vn_template","False"
"chart1212","Bonds",1212,"account.data_account_type_current_assets","vn_template","False"
"chart1218","Othersecuritiesandfinancialinstruments",1218,"account.data_account_type_current_assets","vn_template","False"
"chart1281","Termdeposits",1281,"account.data_account_type_current_assets","vn_template","False"
"chart1282","Bonds",1282,"account.data_account_type_current_assets","vn_template","False"
"chart1283","Lendingloans",1283,"account.data_account_type_current_assets","vn_template","False"
"chart1288","Otherheldtomaturityinvestments",1288,"account.data_account_type_current_assets","vn_template","False"
"chart131","Tradereceivables",131,"account.data_account_type_receivable","vn_template","True"
"chart132","Tradereceivables(pos)",132,"account.data_account_type_receivable","vn_template","True"
"chart1331","VATonpurchaseofgoodsandservices",1331,"account.data_account_type_current_assets","vn_template","False"
"chart1332","VATonpurchaseoffixedassets",1332,"account.data_account_type_current_assets","vn_template","False"
"chart1361","Workingcapitalprovidedtosub-units",1361,"account.data_account_type_receivable","vn_template","True"
"chart1362","Intra-companyreceivablesonforeignexchange",1362,"account.data_account_type_receivable","vn_template","True"
"chart1363","Intra-companyreceivablesonborrowingcostseligibletobecapitalized",1363,"account.data_account_type_receivable","vn_template","True"
"chart1368","Otherintra-companyreceivables",1368,"account.data_account_type_receivable","vn_template","True"
"chart1381","Shortageofassetsawaitingresolution",1381,"account.data_account_type_receivable","vn_template","True"
"chart1385","Receivablesfromprivatization",1385,"account.data_account_type_receivable","vn_template","True"
"chart1388","Othersreceivables",1388,"account.data_account_type_receivable","vn_template","True"
"chart141","Advances",141,"account.data_account_type_receivable","vn_template","True"
"chart151","Goodsintransit",151,"account.data_account_type_current_assets","vn_template","False"
"chart152","Rawmaterials",152,"account.data_account_type_current_assets","vn_template","False"
"chart1531","Toolsandsupplies",1531,"account.data_account_type_current_assets","vn_template","False"
"chart1532","Reusablepackagingmaterials",1532,"account.data_account_type_current_assets","vn_template","False"
"chart1533","Instrumentsforrenting",1533,"account.data_account_type_current_assets","vn_template","False"
"chart1534","Equipmentandsparepartsforreplacement",1534,"account.data_account_type_current_assets","vn_template","False"
"chart1541","Constructioncontracts",1541,"account.data_account_type_current_assets","vn_template","False"
"chart1542","Otherproducts",1542,"account.data_account_type_current_assets","vn_template","False"
"chart1543","Services",1543,"account.data_account_type_current_assets","vn_template","False"
"chart1544","Warrantycosts",1544,"account.data_account_type_current_assets","vn_template","False"
"chart1551","Finishedproducts-inventory",1551,"account.data_account_type_current_assets","vn_template","False"
"chart1557","Finishedproducts-realestates",1557,"account.data_account_type_current_assets","vn_template","False"
"chart1561","Purchasecosts",1561,"account.data_account_type_current_assets","vn_template","False"
"chart1562","Incidentalpurchasecosts",1562,"account.data_account_type_current_assets","vn_template","False"
"chart1567","Propertiesheldforsale",1567,"account.data_account_type_current_assets","vn_template","False"
"chart157","Outwardgoodsonconsignment",157,"account.data_account_type_current_assets","vn_template","False"
"chart158","Goodsinbondedwarehouse",158,"account.data_account_type_current_assets","vn_template","False"
