"id","name","code","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile"
"account_account_template_1130","SoftwareAcquisitionCost",1130,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_1_3","False"
"account_account_template_1138","AmortizationofSoftwareValue(-)",1138,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_1_3","False"
"account_account_template_1200","LandAcquisitionCost",1200,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_1","False"
"account_account_template_1201","ChangeofLandValueafterRevaluation",1201,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_1","False"
"account_account_template_1210","AcquisitionCostofBuildings",1210,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_2","False"
"account_account_template_1212","BuildingsbeingPreparedforUse",1212,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_2","False"
"account_account_template_1217","DepreciationoftheAcquisitionCostofBuildings(-)",1217,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_2","False"
"account_account_template_1220","AcquisitionCostofMachineryandEquipment",1220,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_3","False"
"account_account_template_1222","MachineryandEquipmentbeingPreparedforUse",1222,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_3","False"
"account_account_template_1227","DepreciationoftheAcquisitionCostofMachineryandEquipment(-)",1227,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_3","False"
"account_account_template_1230","AcquisitionCostofVehicles",1230,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_4","False"
"account_account_template_1232","VehiclesbeingPreparedforUse",1232,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_4","False"
"account_account_template_1237","DepreciationoftheAcquisitionCostofVehicles(-)",1237,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_4","False"
"account_account_template_1240","AcquisitionCostofOtherEquipment,AppliancesandTools",1240,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_5","False"
"account_account_template_1242","OtherEquipment,AppliancesandToolsbeingPreparedforUse",1242,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_5","False"
"account_account_template_1247","DepreciationoftheAcquisitionCostofOtherEquipment,AppliancesandTools(-)",1247,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_5","False"
"account_account_template_12500","CostoftheAcquisitionofLandasInvestmentProperty",12500,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_6_1","False"
"account_account_template_12509","ValueLossoftheLandasInvestmentProperty(-)",12509,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_6_1","False"
"account_account_template_12510","CostoftheAcquisitionofBuildingsasInvestmentProperty",12510,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_6_2","False"
"account_account_template_12517","DepreciationoftheAcquisitionCostofBuildingsasInvestmentProperty(-)",12517,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_6_2","False"
"account_account_template_12519","ValueLossofBuildingsasInvestmentProperty(-)",12519,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_6_2","False"
"account_account_template_1260","AdvancePaymentsforLong-TermTangibleAssets",1260,"account.data_account_type_fixed_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_2_7","False"
"account_account_template_166110","AcquisitionCostofOtherNon-EquitySecurities",166110,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_7","False"
"account_account_template_166119","ValueLossofOtherNon-EquitySecurities(-)",166119,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_7","False"
"account_account_template_1665","TermDeposits",1665,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_7","False"
"account_account_template_16700","ValueofReceivableDebtsfromCustomers",16700,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_8","False"
"account_account_template_16710","ValueofLoansGranted",16710,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_8","False"
"account_account_template_1672","ReceivableAmountofLeasing(FinancialRent)afterOneYear",1672,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_8","False"
"account_account_template_16740","ValueofReceivables",16740,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_8","False"
"account_account_template_1680","AdvancePaymentsforFinancialAssets",1680,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_9","False"
"account_account_template_1681","DerivativeFinancialAssets",1681,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_3_9","False"
"account_account_template_171","DeferredProfitTaxAsset",171,"account.data_account_type_non_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_a_4_1","False"
"account_account_template_2010","AcquisitionCostofRawMaterials,MaterialsandAssemblyParts",2010,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_1","False"
"account_account_template_2011","RawMaterials,MaterialsandAssemblyPartsinTransit",2011,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_1","True"
"account_account_template_2012","RawMaterials,MaterialsandAssemblyPartsatThirdParties",2012,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_1","False"
"account_account_template_2019","ValueLossofRawMaterials,MaterialsandAssemblyParts(-)",2019,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_1","False"
"account_account_template_20200","CostofIncompleteProduction",20200,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_2","False"
"account_account_template_20210","CostofExecutiveWorks",20210,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_2","False"
"account_account_template_2030","CostofProduction",2030,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_3","False"
"account_account_template_2035","ProductioninTransit",2035,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_3","True"
"account_account_template_2036","ProductionatThirdParties",2036,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_3","False"
"account_account_template_2039","ValueLossofProduction(-)",2039,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_3","False"
"account_account_template_2040","CostofPurchasedGoodsforResale",2040,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_4","False"
"account_account_template_2045","PurchasedGoodsforResaleinTransit",2045,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_4","True"
"account_account_template_2046","PurchasedGoodsforResaleatThirdParties",2046,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_4","False"
"account_account_template_2049","ValueLossofPurchasedGoodsforResale(-)",2049,"account.data_account_type_current_assets","l10n_lt.account_chart_template_lithuania","l10n_lt.account_account_tag_b_1_4","False"
